"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP","AVG. DIFF ","% OVER "
"404",16,"Zach Wilson",MIA,"QB43","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-","-","-"
"405",16,"Carolina Panthers",CAR,"DST30","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-4.1","6% (1/16)"
"406",16,"Jeremy Ruckert",NYJ,"TE59","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"407",16,"New Orleans Saints",NO,"DST31","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-46","-1.1","37% (6/16)"
"408",16,"Elijah Higgins",ARI,"TE60","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-","-","-"
"409",16,"Tennessee Titans",TEN,"DST32","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-140","-3.4","25% (4/16)"
"410",16,"Kirk Cousins",ATL,"QB44","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-146","-1.8","18% (3/16)"
"411",16,"Sam Howell",PHI,"QB45","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-","-"
"412",16,"Julian Hill",MIA,"TE61","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-","-"
"413",16,"Marcus Mariota",WAS,"QB46","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-","-","-"
"414",16,"Audric Estime",PHI,"RB112","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-39","-0.5","41% (5/12)"
"415",16,"Joshua Dobbs",NE,"QB47","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-","-","-"
