PlayerName,Team,Pos,RANK,AVG,The Athletic,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Six Pack,Fantrax HQ,Just Baseball,MLB Pipeline,NBC Sports,Pitcher List,Prospect361,Prospects Live,Razzball,Rotoballer,Roto- Prospects,Rotowire,The Upside Prospect
"Arias, Rayner",SF,OF,277,236.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,242,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Sandlin, David",BOS,RHP,279,236.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,292,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Seymour, Ian",TB,LHP,280,237.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,300,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Sterling, Levi",PIT,RHP,281,237.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,294,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Morales, Yohandy",WAS,1B/3B,282,237.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,255,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Fitts, Richard",BOS,RHP,283,239.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lara, Jhancarlos",ATL,RHP,284,240.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,353,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Black, Mason",SF,RHP,285,241.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,285,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lin, Yu-Min",ARI,LHP,286,241.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,423,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Winokur, Brandon",MIN,3B/SS/OF,287,241.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,414,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rodriguez, Jeremy",NYM,2B/SS,288,242.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,298,150,150,150,141,Paywall,Paywall,150,150,Paywall,Paywall,150
"Wolters, Blake",KC,RHP,289,242.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,230,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lewis, Tyson",CIN,SS,290,244.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,305,150,150,150,142,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lalane, Henry",NYY,LHP,291,244.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,335,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Horvath, Mac",TB,2B/3B,292,244.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,352,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Janek, Walker",HOU,C,293,244.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,315,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Beltre, Eduardo",MIN,OF,294,245.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,172,150,150,150,225,Paywall,Paywall,150,86,Paywall,Paywall,150
"Luis, Jansel",ARI,2B/SS,294,245.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,220,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ramirez, Ramon",KC,C,296,245.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,199,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Santucci, Jonathan",NYM,LHP,297,246.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,264,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Thompson, Sterlin",COL,1B/3B/OF,298,248.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,348,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rodriguez, Johnathan",CLE,OF,299,249.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,276,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Kudrna, Ben",KC,RHP,300,249.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,257,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bateman, Boston",SD,LHP,301,249.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,458,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"McAdoo, Charles",TOR,3B/OF,302,251.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,347,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Dickerson, Luke",WAS,SS,303,252.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,323,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Kasevich, Josh",TOR,SS,304,253.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,213,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Soto, Dorian",BOS,SS,305,253.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,330,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Morel, Braylin",TEX,OF,306,254.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,233,150,150,150,105,Paywall,Paywall,150,93,Paywall,Paywall,150
"Zavala, Samuel",CHW,OF,307,254.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,411,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ledbetter, Colton",TB,OF,308,254.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,484,150,150,150,39,Paywall,Paywall,150,150,Paywall,Paywall,150
"Vargas, Echedry",MIA,2B/SS,309,254.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,377,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Sullivan, Sean",COL,LHP,310,255.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,426,150,150,150,62,Paywall,Paywall,150,150,Paywall,Paywall,150
"Dix, JD",ARI,SS,311,256.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,324,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Wichrowski, Brett",MIL,RHP,312,256.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,406,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Burke, Sean",CHW,RHP,313,256.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,362,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gonzalez, Jacob",CHW,2B/SS,314,257.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,437,150,150,150,90,Paywall,Paywall,150,150,Paywall,Paywall,150
"Wilkinson, Matt",CLE,LHP,315,258.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,219,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Alvarez, Kevin",HOU,OF,316,258.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,379,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Kinney, Cooper",TB,2B/3B,317,259.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,357,150,150,150,98,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bonemer, Caleb",CHW,3B/SS,318,259.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,326,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Burrows, Michael",PIT,RHP,318,259.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,368,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rincones, Gabriel Jr.",PHI,OF,320,259.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,320,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Corniell, Jose",TEX,RHP,321,260.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,407,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Knoth, Josh",MIL,RHP,322,260.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,263,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Sanoja, Javier",MIA,2B/3B/SS/OF,323,261.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,355,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Jorge, Carlos",CIN,2B/OF,324,261.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,526,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mena, Cristian",ARI,RHP,324,261.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,341,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Birdsell, Brandon",CHC,RHP,326,262.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,457,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cabrera, Yeremi",TEX,OF,326,262.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Phillips, Connor",CIN,RHP,328,263.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,417,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ingle, Cooper",CLE,C,329,263.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,53,Paywall,Paywall,227,97,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Doncon, Rayne",MIN,SS,329,263.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,295,150,150,150,106,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rodriguez, Rainiel",STL,C,331,263.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,307,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Padilla, Yairo",STL,SS,332,264.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,334,150,150,150,225,Paywall,Paywall,80,150,Paywall,Paywall,150
"Johnson, Seth",PHI,RHP,333,264.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,546,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Wagner, Will",TOR,1B/2B/3B,334,264.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,316,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Paez, Jedixson",BOS,RHP,335,265.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,89,Paywall,Paywall,439,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ullola, Miguel",HOU,RHP,336,265.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,297,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Wallace, Cayden",WAS,3B,337,265.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,293,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cova, Luis",MIA,OF,338,266.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,373,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Merejo, Luis",CLE,1B,339,266.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,159,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Castillo, Yolfran",TEX,SS,339,266.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,253,150,150,150,68,Paywall,Paywall,150,150,Paywall,Paywall,150
"Solometo, Anthony",PIT,LHP,341,266.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,567,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Matthews, Zebby",MIN,RHP,342,267.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,73,150,150,150,225,46,Paywall,150,64,76,Paywall,150
"Whitman, Joe",SF,LHP,343,267.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,455,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Culpepper, C.J.",MIN,RHP,344,267.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,338,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lara, Luis",MIL,OF,345,268.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,460,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cook, Billy",PIT,1B/2B/OF,346,268.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,584,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Coret, Maykel",TB,OF,347,269.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,359,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Salas, Andrew",MIN,RHP,348,271.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,234,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Frasso, Nick",LAD,RHP,349,271.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,383,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Long, Jonathon",CHC,1B/3B/OF,350,272.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,469,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Jordan, Dakota",SF,OF,350,272.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,331,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mercedes, Yasser",MIN,OF,352,273.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,441,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Meccage, Bryce",MIL,RHP,353,273.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,545,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Marsee, Jakob",MIA,OF,354,273.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,342,150,150,150,129,Paywall,Paywall,150,150,Paywall,Paywall,150
"Karros, Kyle",COL,3B,355,274.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,397,150,150,150,118,Paywall,Paywall,150,150,Paywall,Paywall,150
"Amick, Billy",MIN,3B,356,274.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,288,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Wolkow, George",CHW,OF,357,275.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,304,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Reed, Carlson",PIT,RHP,358,275.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,479,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Fuentes, Didier",ATL,RHP,359,275.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,240,150,150,150,134,Paywall,Paywall,150,150,Paywall,Paywall,150
"Wiggins, Jaxon",CHC,RHP,360,276.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,477,150,150,150,120,Paywall,Paywall,150,150,Paywall,Paywall,150
"Walters, Andrew",CLE,RHP,361,276.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,459,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Macko, Adam",TOR,LHP,362,277.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,444,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Oakie, Joey",CLE,RHP,363,277.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,385,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Simpson, Will",TB,1B,364,278.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,381,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Fountain, Kale",SD,3B,365,278.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,296,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Brecht, Brody",COL,RHP,366,278.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,280,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Dreiling, Dylan",TEX,OF,367,279.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,275,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Pauley, Graham",MIA,3B/OF,368,279.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,473,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mathis, Cole",CHC,1B/3B,369,279.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,364,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Henriquez, Edgardo",LAD,RHP,370,280.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,91,Paywall,Paywall,290,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Nikhazy, Doug",CLE,LHP,371,280.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,432,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Martin, Walker",SF,SS,372,280.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,533,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Shields, David",KC,LHP,373,280.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,363,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Adams, Mason",CHW,RHP,374,281.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,360,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Palmquist, Carson",COL,LHP,375,281.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,370,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"German, Nestor",BAL,RHP,376,282.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,556,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Soler, Yassel",ARI,3B,377,282.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,361,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Martinez, Jeter",SEA,RHP,378,283.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,419,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Jang, Hyun-Seok",LAD,RHP,379,283.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,476,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bratt, Mitch",TEX,LHP,380,284.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,416,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Casparius, Ben",LAD,RHP,381,284.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,403,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Letson, Bishop",MIL,RHP,382,284.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,578,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Morales, Michael",SEA,RHP,383,285.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,400,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bernal, Leonardo",STL,C,384,285.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,344,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Perkins, Jack",ATH,RHP,385,285.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,553,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Sanford, Wyatt",PIT,SS,386,286.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,351,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"O'Ferrall, Griff",BAL,SS,387,286.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,312,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gonzalez, Wikelman",CHW,RHP,388,287.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Brito, Anderson",HOU,RHP,389,287.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,278,150,150,150,91,Paywall,Paywall,150,150,Paywall,Paywall,150
"Castellano, Eiberson",MIN,RHP,390,287.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,241,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"De Leon, Luis",BAL,RHP,391,287.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,451,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hernandez, Cristian",CHC,2B/SS,392,288.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,431,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ornelas, Tirso",SD,OF,393,288.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,358,150,150,150,143,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lomavita, Caleb",WAS,C,394,288.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,319,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Kennedy, Michael",CLE,LHP,395,289.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,367,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Vivas, Jorbit",NYY,2B/3B,396,290.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,427,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cruz, Fernando",CHC,SS,397,290.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,550,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lugo, Joswa",LAA,SS,398,291.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,309,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Urena, Engelth",NYY,C/1B,399,291.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,538,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Davidson, Bo",SF,OF,400,292.316,Paywall,Paywall,Paywall,151,97,Paywall,Paywall,153,Paywall,Paywall,306,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Zobac, Steven",KC,RHP,401,293.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,571,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Johnson, Carter",MIA,SS,402,293.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,378,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Clase, Jonatan",TOR,OF,403,293.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,183,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Nezuh, Jackson",HOU,RHP,404,294.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,339,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mueth, Zander",PIT,RHP,405,294.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,273,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lile, Daylen",WAS,OF,406,294.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,389,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Sirota, Mike",LAD,OF,407,295.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,464,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Willems, Creed",BAL,C/1B,408,295.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,454,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Drake, Kohl",TEX,LHP,409,295.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,266,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cabrera, Jean",PHI,RHP,410,295.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,475,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Wild, Owen",TB,RHP,411,296.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,438,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Guerrero, Pablo",TEX,1B,412,296.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,443,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
