"ID","Player","Team","Position","Status","Roster Status","Age","Salary","Contract","Score","Ros","+/-"
"*04yuu*","Patrick Bailey","SF","C","FLA","Active","26","5","2025","21.83","21%","-0.5%"
"*04de1*","Triston Casas","BOS","1B","RR","Inj Res","25","8","3rd","21.11","65%","-0.6%"
"*05r9j*","Marcelo Mayer","BOS","3B,SS","ROX","Minors","22","10","1st","21.02","66%","-3.3%"
"*060eu*","Ben Joyce","LAA","RP","LIL","Inj Res","24","8","2nd","20.91","47%","-1%"
"*02z96*","Dominic Smith","SF","1B","LRB","Active","29","5","1st","20.74","4%","+3%"
"*03c65*","Victor Robles","SEA","OF","LRB","Inj Res","28","5","2nd","20.7","52%","-1.9%"
"*04en7*","Garrett Mitchell","MIL","OF","ROX","Inj Res","26","10","2nd","20.51","46%","-0.8%"
"*04ei5*","Nick Maton","CHW","1B,2B,3B,OF","MFR","Minors","28","5","1st","19.56","1%","-0.1%"
"*04psu*","James Outman","LAD","OF","LIL","Minors","28","8","2026","19.35","9%","-0.3%"
"*05unf*","Denzel Clarke","ATH","OF","LIL","Active","25","6","1st","17.99","21%","-1%"
"*05gbe*","Robert Hassell","WSH","OF","KEN","Active","23","10","1st","17.97","34%","-2.3%"
"*026qc*","Joc Pederson","TEX","1B","LEX","Inj Res","33","6","2025","17.94","30%","-0.6%"
"*03aay*","Thairo Estrada","COL","2B","YRK","Active","29","10","2026","17.46","38%","-0.2%"
"*057zc*","Jonatan Clase","TOR","OF","YRK","Active","23","5","1st","17.44","18%","-0.3%"
"*04aeb*","Royce Lewis","MIN","3B","WEQ","Active","26","10","3rd","17.36","85%","-3.9%"
"*05xtz*","Dalton Rushing","LAD","C,1B,OF","LIL","Active","24","8","1st","16.96","57%","-2.4%"
"*03i81*","Reynaldo Lopez","ATL","SP","MFR","Inj Res","31","10","2nd","12.91","64%","-0.5%"
"*027fx*","Jeimer Candelario","CIN","1B,3B","LEX","Inj Res","31","10","1st","11.83","32%","-0.2%"
"*04ysv*","Adael Amador","COL","2B","KEN","Minors","22","8","1st","11.68","28%","-0.8%"
"*05rbs*","Moises Ballesteros","CHC","C","MFR","Minors","21","8","1st","11.65","40%","-0.7%"
"*05u9q*","Jac Caglianone","KC","1B,OF","LIL","Minors","22","10","1st","11.25","82%","+2.4%"
"*05tzg*","Jace Jung","DET","3B","MCM","Minors","24","8","1st","9.88","36%","-0.4%"
"*03qqf*","Alexis Diaz","LAD","RP","LEX","Minors","28","6","2028","9.38","47%","-1.2%"
"*041qh*","Jose Miranda","MIN","3B","ROX","Minors","26","15","4th","9.18","20%","-0.4%"
"*061gx*","Jacob Melton","HOU","OF","WEQ","Active","24","8","1st","8.8","29%","+0.5%"
"*05js5*","Coby Mayo","BAL","1B,3B","MCM","Active","23","8","1st","8.62","62%","-0.9%"
"*05gbg*","Zac Veen","COL","OF","FLA","Minors","23","10","1st","8.6","37%","-0.4%"
"*03bud*","Bryan De La Cruz","NYY","OF","ROX","Minors","28","1","1st","7.95","14%","-0.3%"
"*01spl*","Jurickson Profar","ATL","OF","MFR","Inj Res","32","5","2nd","7.79","49%","+0.2%"
"*03av1*","Jake Rogers","DET","C","LIL","Active","30","5","1st","7.33","10%","-0.5%"
"*04eey*","MJ Melendez","KC","OF,UT","LEX","Minors","26","2","1st","7.13","17%","-0.3%"
"*05u2q*","Blade Tidwell","NYM","SP","TSN","Minors","24","8","1st","6.92","17%","-0.2%"
"*03dei*","Lane Thomas","CLE","OF","ROX","Inj Res","29","6","2026","6.65","50%","-3.1%"
"*03qyv*","Jake McCarthy","ARI","OF","KEN","Minors","27","14","1st","6.34","30%","-0.7%"
"*01t9q*","Gary Sanchez","BAL","C","MFR","Inj Res","32","1","1st","6.01","5%","0%"
"*05y7x*","Cole Young","SEA","2B,SS","TSN","Active","21","10","1st","5.76","43%","-2%"
"*04pqq*","Matt Vierling","DET","3B,OF","TWN","Inj Res","28","2","1st","5.38","38%","-1.8%"
"*05r1m*","Jordan Lawlar","ARI","2B,3B,SS","ISO","Minors","22","8","1st","3.44","62%","-2.3%"
"*04qow*","Kevin Alcantara","CHC","OF","SML","Minors","22","10","1st","0","35%","-0.1%"
"*064da*","Nacho Alvarez","ATL","2B","LIL","Inj Res","22","8","2nd","0","16%","-0.1%"
"*05u9z*","Roman Anthony","BOS","OF","TWN","Minors","21","10","1st","0","90%","+1%"
"*066mw*","Rayner Arias","SF","OF","TSN","Minors","19","8","1st","0","10%","-0.2%"
"*05gec*","Roderick Arias","NYY","2B,SS","WEQ","Minors","20","8","1st","0","17%","-0.2%"
"*05rcj*","Edwin Arroyo","CIN","SS","MFR","Minors","21","8","1st","0","22%","-0.1%"
"*05rbv*","Samuel Basallo","BAL","C,1B","TSN","Minors","20","10","1st","0","55%","0%"
"*05zde*","Travis Bazzana","CLE","2B","NJ","Minors","22","10","1st","0","57%","-0.3%"
"*06icc*","Eduardo Beltre","MIN","OF","NJ","Minors","18","8","1st","0","13%","-0.6%"
"*06aly*","Carson Benge","NYM","OF","TSN","Minors","22","8","1st","0","25%","+0.2%"
"*05t5m*","Jacob Berry","MIA","3B,OF","RR","Minors","24","8","1st","0","9%","-0.1%"
"*041rf*","Shane Bieber","CLE","SP","FLA","Inj Res","30","3","1st","0","72%","-0.1%"
"*04267*","Hunter Bishop","SF","OF","MFR","Minors","26","8","1st","0","3%","0%"
"*05u2u*","Tyler Black","MIL","UT","NJ","Minors","24","8","1st","0","28%","0%"
"*05m1c*","Miguel Bleis","BOS","OF","LEX","Minors","21","8","1st","0","16%","+0.4%"
"*05jre*","Enrique Bradfield Jr.","BAL","OF","LIL","Minors","23","8","1st","0","24%","0%"
"*0514o*","Cody Bradford","TEX","SP","LEX","Inj Res","27","2","1st","0","43%","-0.1%"
"*04pq4*","Kyle Bradish","BAL","SP","LIL","Inj Res","28","6","2025","0","41%","-0.1%"
"*05rb3*","Chase Burns","CIN","SP","TWN","Minors","22","10","1st","0","55%","+0.8%"
"*05jsg*","Owen Caissie","CHC","OF","WEQ","Minors","22","8","1st","0","39%","0%"
"*062e0*","Cam Caminiti","ATL","SP","ECH","Minors","18","8","1st","0","32%","0%"
"*05gef*","Cade Cavalli","WSH","SP","SHS","Minors","26","8","1st","0","33%","+0.6%"
"*05mx9*","Felnin Celesten","SEA","SS","NJ","Minors","19","8","1st","0","34%","-0.2%"
"*05rik*","Bubba Chandler","PIT","SP","LIL","Minors","22","8","1st","0","88%","+0.1%"
"*05yix*","Jaison Chourio","CLE","OF","TSN","Minors","20","8","1st","0","35%","-0.1%"
"*05u9y*","Max Clark","DET","OF","MCM","Minors","20","10","1st","0","50%","+0.1%"
"*05ge1*","Ryan Clifford","NYM","1B,OF","TSN","Minors","21","8","1st","0","22%","-0.1%"
"*01spo*","Gerrit Cole","NYY","SP","ISO","Inj Res","34","13","1st","0","62%","0%"
"*05u1y*","Cam Collier","CIN","3B","YRK","Minors","20","8","1st","0","33%","+0.1%"
"*06alk*","Charlie Condon","COL","OF","ECH","Minors","22","10","1st","0","45%","+0.2%"
"*05y30*","Justin Crawford","PHI","OF","MFR","Minors","21","8","1st","0","38%","+1.4%"
"*04ep8*","Kutter Crawford","BOS","SP","RUM","Inj Res","29","5","2025","0","48%","-0.5%"
"*05tcd*","Gavin Cross","KC","OF","MCM","Minors","24","8","1st","0","16%","-0.2%"
"*01c5l*","Yu Darvish","SD","SP","KEN","Inj Res","38","4","1st","0","77%","-0.5%"
"*061zv*","Josue De Paula","LAD","OF","MCM","Minors","20","8","1st","0","42%","+0.1%"
"*067yc*","Leodalis De Vries","SD","SS","NJ","Minors","18","8","1st","0","48%","+0.2%"
"*05jn0*","Adrian Del Castillo","ARI","C","KEN","Minors","25","10","1st","0","23%","-0.1%"
"*05uei*","Chase DeLauter","CLE","OF","LRB","Minors","23","10","1st","0","50%","0%"
"*06626*","Alfredo Duno","CIN","C","TWN","Minors","19","8","1st","0","16%","+0.2%"
"*05u96*","Bryce Eldridge","SF","1B","KEN","Minors","20","8","1st","0","51%","+0.8%"
"*060ub*","Colt Emerson","SEA","SS","YRK","Minors","19","8","1st","0","43%","0%"
"*04ya2*","Daniel Espino","CLE","SP","TWN","Minors","24","10","1st","0","22%","0%"
"*05g3k*","Yanquiel Fernandez","COL","OF","SML","Minors","22","8","1st","0","20%","-0.2%"
"*04aoq*","Jason Foley","DET","RP","ROX","Minors","29","1","2nd","0","22%","-0.9%"
"*05raw*","Harry Ford","SEA","C","ROX","Minors","22","10","1st","0","34%","+0.2%"
"*05xu1*","Alex Freeland","LAD","SS","TSN","Minors","23","8","1st","0","29%","0%"
"*04ni3*","Luis Garcia","HOU","SP","MFR","Inj Res","28","11","2026","0","33%","+0.1%"
"*05u6r*","Robert Gasser","MIL","SP","NJ","Inj Res","26","8","1st","0","22%","-0.1%"
"*05ub0*","Zack Gelof","ATH","2B","ISO","Inj Res","25","4","1st","0","58%","-0.5%"
"*05r5e*","Angel Genao","CLE","SS","SML","Minors","21","8","1st","0","26%","+0.1%"
"*04s1h*","Luis Gil","NYY","SP","YRK","Inj Res","27","6","2nd","0","79%","+0.1%"
"*05xu0*","Drew Gilbert","NYM","OF","YRK","Minors","24","8","1st","0","26%","-0.3%"
"*05u3u*","Konnor Griffin","PIT","SS","FLA","Minors","19","10","1st","0","42%","+0.2%"
"*03ysp*","Jay Groome","SD","SP","RR","Minors","26","10","1st","0","2%","-0.1%"
"*05yh3*","Chase Hampton","NYY","SP","TSN","Minors","23","8","1st","0","15%","0%"
"*05jpx*","Tink Hence","STL","SP","FLA","Minors","22","8","1st","0","41%","-0.1%"
"*0516h*","DJ Herz","WSH","SP","KEN","Inj Res","24","9","2nd","0","38%","-0.4%"
"*06eyu*","Zyhir Hope","LAD","OF","YRK","Minors","20","8","1st","0","40%","+0.1%"
"*059bx*","Brady House","WSH","3B","KEN","Minors","22","10","1st","0","41%","+1.1%"
"*062pp*","Xavier Isaac","TB","1B","WEQ","Minors","21","8","1st","0","39%","-0.1%"
"*045kb*","Cristian Javier","HOU","SP","WEQ","Inj Res","28","12","2026","0","33%","+0.2%"
"*05u3v*","Walker Jenkins","MIN","OF","KEN","Minors","20","10","1st","0","53%","-0.1%"
"*05rc5*","Termarr Johnson","PIT","2B,SS","LRB","Minors","20","10","1st","0","36%","0%"
"*05tdk*","Druw Jones","ARI","OF","SML","Minors","21","10","1st","0","34%","-0.2%"
"*05h2u*","Jared Jones","PIT","SP","MFR","Inj Res","23","8","2nd","0","72%","-1.1%"
"*04yi8*","Spencer Jones","NYY","OF","LRB","Minors","24","8","1st","0","43%","-0.2%"
"*05ajg*","Ha-seong Kim","TB","SS","SHS","Inj Res","29","6","2026","0","53%","-0.1%"
"*059qm*","Asa Lacy","KC","SP,RP","SHS","Minors","26","10","1st","0","5%","0%"
"*05tdl*","Dylan Lesko","TB","SP","WEQ","Minors","21","8","1st","0","20%","-0.3%"
"*05r64*","Thayron Liranzo","DET","C,1B","TWN","Minors","21","8","1st","0","22%","-0.2%"
"*06b72*","George Lombard Jr.","NYY","SS","ECH","Minors","20","8","1st","0","35%","+0.3%"
"*061bo*","Rhett Lowder","CIN","SP","MCM","Inj Res","23","8","2nd","0","58%","-0.5%"
"*04ooy*","Marco Luciano","SF","2B,SS","KEN","Minors","23","8","1st","0","26%","-0.1%"
"*06ibv*","Jesus Made","MIL","SS","ISO","Minors","18","10","1st","0","45%","+0.2%"
"*02x0f*","Sean Manaea","NYM","SP","WEQ","Inj Res","33","2","1st","0","80%","+0.6%"
"*04mms*","Orelvis Martinez","TOR","2B","ISO","Minors","23","8","1st","0","35%","+0.1%"
"*060gd*","Quinn Mathews","STL","SP","TWN","Minors","24","8","1st","0","52%","-0.1%"
"*04mlt*","Shane McClanahan","TB","SP","LEX","Inj Res","28","16","1st","0","93%","+0.1%"
"*05yby*","Kevin McGonigle","DET","2B,SS","MCM","Minors","20","10","1st","0","41%","+0.5%"
"*05y7s*","Nolan McLean","NYM","UT,SP","TWN","Minors","23","8","1st","0","26%","+0.5%"
"*066cn*","Wade Meckler","SF","OF","MFR","Minors","25","6","2025","0","5%","-0.1%"
"*062yr*","Noble Meyer","MIA","SP","TSN","Minors","20","10","1st","0","33%","-0.2%"
"*05u36*","Aidan Miller","PHI","SS","NJ","Minors","21","8","1st","0","41%","0%"
"*061yu*","Jacob Misiorowski","MIL","SP,RP","LRB","Minors","23","10","1st","0","59%","-0.2%"
"*02yg3*","Frankie Montas","NYM","SP","ROX","Inj Res","32","1","1st","0","40%","+0.3%"
"*05rfc*","Lazaro Montes","SEA","OF","YRK","Minors","20","8","1st","0","42%","0%"
"*05rcg*","Braden Montgomery","CHW","OF","WEQ","Minors","22","10","1st","0","37%","0%"
"*05rch*","Colson Montgomery","CHW","SS","TSN","Minors","23","8","1st","0","44%","-0.1%"
"*06cq8*","Christian Moore","LAA","2B","WEQ","Minors","22","10","1st","0","49%","0%"
"*06ibo*","Emil Morales","LAD","SS","ISO","Minors","18","8","1st","0","26%","-0.1%"
"*0662m*","Luis Morales","ATH","SP","WEQ","Minors","22","8","1st","0","24%","+0.2%"
"*05y3p*","Arjun Nimmala","TOR","SS","FLA","Minors","19","8","1st","0","31%","+0.5%"
"*05uv5*","Abimelec Ortiz","TEX","1B","SML","Minors","23","8","1st","0","13%","-0.1%"
"*05r3i*","Andrew Painter","PHI","SP","SML","Minors","22","10","1st","0","77%","+0.1%"
"*05jrc*","Kevin Parada","NYM","C","NJ","Minors","23","8","1st","0","10%","0%"
"*05aoc*","Eury Perez","MIA","SP","FLA","Inj Res","22","10","3rd","0","81%","+3.5%"
"*067xj*","Cooper Pratt","MIL","SS","TWN","Minors","20","8","1st","0","27%","0%"
"*056j2*","Reginald Preciado","CHC","SS","LRB","Minors","22","8","1st","0","2%","0%"
"*05gss*","Jeferson Quero","MIL","C","MCM","Minors","22","8","1st","0","29%","+0.1%"
"*05yai*","Bryce Rainer","DET","SS","KEN","Minors","19","8","1st","0","34%","+0.1%"
"*059bs*","Bryan Ramos","CHW","3B","WEQ","Minors","23","8","2nd","0","13%","-0.1%"
"*054p6*","Emmanuel Rodriguez","MIN","OF","YRK","Minors","22","8","1st","0","47%","-0.3%"
"*04pko*","Grayson Rodriguez","BAL","SP","NJ","Inj Res","25","8","3rd","0","89%","-0.3%"
"*066o8*","Jeremy Rodriguez","NYM","SS","LEX","Minors","18","8","1st","0","5%","0%"
"*05ynx*","River Ryan","LAD","SP","LIL","Inj Res","26","8","1st","0","22%","+0.1%"
"*05ybr*","Ethan Salas","SD","C","FLA","Minors","19","8","1st","0","41%","0%"
"*06ho7*","Paulino Santana","TEX","OF","YRK","Minors","18","8","1st","0","16%","0%"
"*05uc7*","Noah Schultz","CHW","SP","NJ","Minors","21","10","1st","0","55%","-0.1%"
"*05xpq*","Christian Scott","NYM","SP","TSN","Inj Res","25","8","2nd","0","24%","-0.1%"
"*05zd4*","Hagen Smith","CHW","SP","SML","Minors","21","10","1st","0","45%","+0.1%"
"*061mh*","Robby Snelling","MIA","SP","KEN","Minors","21","8","1st","0","32%","-0.1%"
"*0515o*","Brandon Sproat","NYM","SP","TWN","Minors","24","10","1st","0","46%","-0.6%"
"*01cdf*","Giancarlo Stanton","NYY","UT","KEN","Inj Res","35","7","1st","0","49%","+1.7%"
"*05y7n*","Jarlin Susana","WSH","SP","SML","Minors","21","10","1st","0","35%","-0.2%"
"*05ycl*","Travis Sykora","WSH","SP","MCM","Minors","21","8","1st","0","38%","+0.3%"
"*05wy1*","Brayden Taylor","TB","3B,SS","WEQ","Minors","23","8","1st","0","27%","-0.2%"
"*066er*","Grant Taylor","CHW","SP","YRK","Minors","23","8","1st","0","23%","+0.1%"
"*05js6*","Ricky Tiedemann","TOR","SP","TWN","Minors","22","10","1st","0","34%","+0.1%"
"*041pq*","Taylor Trammell","HOU","OF","SHS","Minors","27","15","5th","0","1%","0%"
"*05ucf*","James Triantos","CHC","2B","WEQ","Minors","22","8","1st","0","28%","-0.3%"
"*05jse*","Tommy Troy","ARI","SS","SML","Minors","23","8","1st","0","24%","0%"
"*04fqi*","George Valera","CLE","OF","LRB","Minors","24","8","1st","0","11%","0%"
"*0662o*","Sebastian Walcott","TEX","3B,SS","FLA","Minors","19","8","1st","0","50%","+0.1%"
"*0603p*","Hurston Waldrep","ATL","SP","LIL","Minors","23","10","1st","0","37%","-0.1%"
"*051e5*","Matt Waldron","SD","SP","RR","Inj Res","28","5","2nd","0","15%","-0.8%"
"*06aw3*","JJ Wetherholt","STL","SS","TSN","Minors","22","10","1st","0","46%","0%"
"*05tp6*","Thomas White","MIA","SP","FLA","Minors","20","8","1st","0","39%","0%"
"*05ubi*","Brock Wilken","MIL","3B","KEN","Minors","22","10","1st","0","26%","-0.2%"
"*05t9n*","Carson Williams","TB","SS","FLA","Minors","21","8","1st","0","51%","-0.2%"
"*060la*","Jett Williams","NYM","SS","SML","Minors","21","10","1st","0","38%","0%"
"*02bu3*","Brandon Woodruff","MIL","SP","ISO","Inj Res","32","8","1st","0","93%","-0.3%"
"*03ner*","Juan Yepez","WSH","1B","RUM","Minors","27","1","1st","0","6%","-0.2%"
"*05js7*","Nick Yorke","PIT","2B","NJ","Minors","23","10","1st","0","28%","-0.3%"
"*05rdr*","Samuel Zavala","CHW","OF","YRK","Minors","20","8","1st","0","8%","-0.1%"
